Availability;DataSheetUrl;Description;FactoryStock;ImagePath;Category;LeadTime;LifecycleStatus;Manufacturer;ManufacturerPartNumber;Min;Mult;MouserPartNumber;AlternatePackagings;ProductDetailUrl;Reeling;ROHSStatus;SuggestedReplacement;MultiSimBlue;AvailabilityInStock
14 In Stock;https://www.mouser.com/datasheet/2/18/1/AMPHENOL_HDMI_FTV_7_x_x___191_PLC_1038_00_A-2483017.pdf;HDMI, Displayport & DVI Connectors HDMIFTV RED FLG, A CODE;0;https://www.mouser.com/images/amphenol/images/HDMIFTV7A_SPL.jpg;HDMI, Displayport & DVI Connectors;153 Days;New Product;Amphenol Socapex;HDMIFTV7AZNF312;1;1;523-HDMIFTV7AZNF312;None;https://eu.mouser.com/ProductDetail/Amphenol-Socapex/HDMIFTV7AZNF312?qs=QNEnbhJQKvYuHlATHFqHLg%3D%3D;False;RoHS Compliant;;0;14
10 In Stock;https://www.mouser.com/datasheet/2/18/1/AMPHENOL_HDMI_FTV_7_x_x___191_PLC_1038_00_A-2483017.pdf;HDMI, Displayport & DVI Connectors HDMIFTV JAM NUT, A CODE;0;https://www.mouser.com/images/amphenol/images/HDMIFTV_SPL.jpg;HDMI, Displayport & DVI Connectors;471 Days;New Product;Amphenol Socapex;HDMIFTV7ANF459;1;1;523-HDMIFTV7ANF459;None;https://eu.mouser.com/ProductDetail/Amphenol-Socapex/HDMIFTV7ANF459?qs=QNEnbhJQKvb61yF%252BrRSRlw%3D%3D;False;RoHS Compliant;;0;10
10 In Stock;https://www.mouser.com/catalog/specsheets/AMPHENOL_HDMI FTV 2 x x - 191-PLC-1039-00-AV.pdf;HDMI, Displayport & DVI Connectors HDMIFTV SQ FLG RECEPT, A CODE;0;https://www.mouser.com/images/amphenol/images/HDMIFTV_SPL.jpg;HDMI, Displayport & DVI Connectors;441 Days;New Product;Amphenol Socapex;HDMIFTV2AGF459;1;1;523-HDMIFTV2AGF459;None;https://eu.mouser.com/ProductDetail/Amphenol-Socapex/HDMIFTV2AGF459?qs=QNEnbhJQKvbDKP%252B77LDx%2FQ%3D%3D;False;RoHS Compliant;;0;10
20 In Stock;https://www.mouser.com/catalog/specsheets/AMPHENOL_HDMI FTV 2 x x - 191-PLC-1039-00-AV.pdf;HDMI, Displayport & DVI Connectors HDMIFTV SQ FLG RECEPT, A CODE;0;https://www.mouser.com/images/amphenol/images/HDMIFTV_SPL.jpg;HDMI, Displayport & DVI Connectors;156 Days;New Product;Amphenol Socapex;HDMIFTV2APEZN;1;1;523-HDMIFTV2APEZN;None;https://eu.mouser.com/ProductDetail/Amphenol-Socapex/HDMIFTV2APEZN?qs=QNEnbhJQKvZxdsdiSh%2FrSg%3D%3D;False;RoHS Compliant;;0;20
13 In Stock;https://www.mouser.com/datasheet/2/18/1/AMPHENOL_HDMI_FTV_7_x_x___191_PLC_1038_00_A-2483017.pdf;HDMI, Displayport & DVI Connectors HDMIFTV RED FLG, A CODE;0;https://www.mouser.com/images/amphenol/images/HDMIFTV_SPL.jpg;HDMI, Displayport & DVI Connectors;198 Days;New Product;Amphenol Socapex;HDMIFTV7APEGF312;1;1;523-HDMIFTV7APEGF312;None;https://eu.mouser.com/ProductDetail/Amphenol-Socapex/HDMIFTV7APEGF312?qs=QNEnbhJQKvbGxIwRBZ3Fdg%3D%3D;False;RoHS Compliant;;0;13
10 In Stock;https://www.mouser.com/datasheet/2/18/1/AMPHENOL_HDMI_FTV_7_x_x___191_PLC_1038_00_A-2483017.pdf;HDMI, Displayport & DVI Connectors HDMIFTV RED FLG, A CODE;0;https://www.mouser.com/images/amphenol/images/HDMIFTV_SPL.jpg;HDMI, Displayport & DVI Connectors;485 Days;New Product;Amphenol Socapex;HDMIFTV7ANF059;1;1;523-HDMIFTV7ANF059;None;https://eu.mouser.com/ProductDetail/Amphenol-Socapex/HDMIFTV7ANF059?qs=QNEnbhJQKva0bXO05HDQiA%3D%3D;False;RoHS Compliant;;0;10
9 In Stock;https://www.mouser.com/datasheet/2/18/1/AMPHENOL_HDMI_FTV_7_x_x___191_PLC_1038_00_A-2483017.pdf;HDMI, Displayport & DVI Connectors HDMIFTV JAM NUT RECEPT;0;https://www.mouser.com/images/amphenol/images/HDMIFTV_SPL.jpg;HDMI, Displayport & DVI Connectors;233 Days;New Product;Amphenol Socapex;HDMIFTV7AG;1;1;523-HDMIFTV7AG;None;https://eu.mouser.com/ProductDetail/Amphenol-Socapex/HDMIFTV7AG?qs=QNEnbhJQKva76Xiddq7Cdw%3D%3D;False;RoHS Compliant;;0;9
6 In Stock;https://www.mouser.com/datasheet/2/18/1/brochure_hdmi-2946746.pdf;HDMI, Displayport & DVI Connectors HDMIFTV REDUCED FLANGE JAM NUT RECEPTACLE CAP NICKEL PLATING;0;https://www.mouser.com/images/amphenol/images/HDMIFTV_SPL.jpg;HDMI, Displayport & DVI Connectors;128 Days;New Product;Amphenol Socapex;HDMIFTVC7NF057;1;1;523-HDMIFTVC7NF057;None;https://eu.mouser.com/ProductDetail/Amphenol-Socapex/HDMIFTVC7NF057?qs=t7xnP681wgXESk0W2BP1pQ%3D%3D;False;RoHS Compliant;;0;6
1 In Stock;https://www.mouser.com/datasheet/2/18/1/AMPHENOL_HDMI_FTV_7_x_x___191_PLC_1038_00_A-2483017.pdf;HDMI, Displayport & DVI Connectors HDMIFTV RED FLG, A CODE;0;https://www.mouser.com/images/amphenol/images/HDMIFTV_SPL.jpg;HDMI, Displayport & DVI Connectors;176 Days;New Product;Amphenol Socapex;HDMIFTV7APENF312;1;1;523-HDMIFTV7APENF312;None;https://eu.mouser.com/ProductDetail/Amphenol-Socapex/HDMIFTV7APENF312?qs=QNEnbhJQKvYf2Drqst3ZpA%3D%3D;False;RoHS Compliant;;0;1
10 In Stock;https://www.mouser.com/datasheet/2/18/1/brochure_hdmi-2946746.pdf;HDMI, Displayport & DVI Connectors HDMIFTV JAM NUT RECEPTACLE CAP NICKEL PLATING;0;https://www.mouser.com/images/amphenol/images/HDMIFTV_SPL.jpg;HDMI, Displayport & DVI Connectors;128 Days;New Product;Amphenol Socapex;HDMIFTVC7N;1;1;523-HDMIFTVC7N;None;https://eu.mouser.com/ProductDetail/Amphenol-Socapex/HDMIFTVC7N?qs=t7xnP681wgXfYffKiJPGkw%3D%3D;False;RoHS Compliant;;0;10
10 In Stock;https://www.mouser.com/datasheet/2/18/1/brochure_hdmi-2946746.pdf;HDMI, Displayport & DVI Connectors HDMIFTV PLUG CAP BLACK ZINC NICKEL PLATING;0;https://www.mouser.com/images/amphenol/images/HDMIFTV6_SPL.jpg;HDMI, Displayport & DVI Connectors;127 Days;New Product;Amphenol Socapex;HDMIFTVC6ZN;1;1;523-HDMIFTVC6ZN;None;https://eu.mouser.com/ProductDetail/Amphenol-Socapex/HDMIFTVC6ZN?qs=t7xnP681wgXrNCoDtL1%252BMA%3D%3D;False;RoHS Compliant;;0;10
8 In Stock;https://www.mouser.com/datasheet/2/18/1/brochure_hdmi-2946746.pdf;HDMI, Displayport & DVI Connectors HDMIFTV PLUG CAP NICKEL PLATING;0;https://www.mouser.com/images/amphenol/images/HDMIFTV6_SPL.jpg;HDMI, Displayport & DVI Connectors;125 Days;New Product;Amphenol Socapex;HDMIFTVC6N;1;1;523-HDMIFTVC6N;None;https://eu.mouser.com/ProductDetail/Amphenol-Socapex/HDMIFTVC6N?qs=t7xnP681wgUkTOJs63QJLQ%3D%3D;False;RoHS Compliant;;0;8
6 In Stock;https://www.mouser.com/datasheet/2/18/1/AMPHENOL_HDMI_FTV_7_x_x___191_PLC_1038_00_A-2483017.pdf;HDMI, Displayport & DVI Connectors HDMIFTV JAM NUT RECEPT;0;https://www.mouser.com/images/amphenol/images/HDMIFTV_SPL.jpg;HDMI, Displayport & DVI Connectors;392 Days;New Product;Amphenol Socapex;HDMIFTV7AN;1;1;523-HDMIFTV7AN;None;https://eu.mouser.com/ProductDetail/Amphenol-Socapex/HDMIFTV7AN?qs=QNEnbhJQKvaaeu3j3nCG5A%3D%3D;False;RoHS Compliant;;0;6
3 In Stock;https://www.mouser.com/datasheet/2/18/1/AMPHENOL_HDMI_FTV_6_x_x___191_PLC_984_00-2483015.pdf;HDMI, Displayport & DVI Connectors HDMIFTV PLUG, A CODE;0;https://www.mouser.com/images/amphenol/images/HDMIFTV6_SPL.jpg;HDMI, Displayport & DVI Connectors;169 Days;New Product;Amphenol Socapex;HDMIFTV6AN;1;1;523-HDMIFTV6AN;None;https://eu.mouser.com/ProductDetail/Amphenol-Socapex/HDMIFTV6AN?qs=QNEnbhJQKvb1du1Im2kkpg%3D%3D;False;RoHS Compliant;;0;3
7 In Stock;https://www.mouser.com/catalog/specsheets/AMPHENOL_HDMI FTV 2 x x - 191-PLC-1039-00-AV.pdf;HDMI, Displayport & DVI Connectors HDMIFTV SQ FLG RECEPT, A CODE;0;https://www.mouser.com/images/amphenol/images/HDMIFTV_SPL.jpg;HDMI, Displayport & DVI Connectors;384 Days;New Product;Amphenol Socapex;HDMIFTV2AZN;1;1;523-HDMIFTV2AZN;None;https://eu.mouser.com/ProductDetail/Amphenol-Socapex/HDMIFTV2AZN?qs=QNEnbhJQKvZknxJHd6rYjw%3D%3D;False;RoHS Compliant;;0;7
8 In Stock;https://www.mouser.com/datasheet/2/18/1/brochure_hdmi-2946746.pdf;HDMI, Displayport & DVI Connectors HDMIFTV JAM NUT RECEPTACLE CAP BLACK ZINC NICKEL PLATING;0;https://www.mouser.com/images/amphenol/images/HDMIFTV_SPL.jpg;HDMI, Displayport & DVI Connectors;128 Days;New Product;Amphenol Socapex;HDMIFTVC7ZN;1;1;523-HDMIFTVC7ZN;None;https://eu.mouser.com/ProductDetail/Amphenol-Socapex/HDMIFTVC7ZN?qs=t7xnP681wgUmlICqWKw6KQ%3D%3D;False;RoHS Compliant;;0;8
8 In Stock;https://www.mouser.com/catalog/specsheets/AMPHENOL_HDMI FTV 2 x x - 191-PLC-1039-00-AV.pdf;HDMI, Displayport & DVI Connectors HDMIFTV SQ FLG RECEPT, A CODE;0;https://www.mouser.com/images/amphenol/images/HDMIFTV_SPL.jpg;HDMI, Displayport & DVI Connectors;377 Days;New Product;Amphenol Socapex;HDMIFTV2APEN;1;1;523-HDMIFTV2APEN;None;https://eu.mouser.com/ProductDetail/Amphenol-Socapex/HDMIFTV2APEN?qs=QNEnbhJQKvYGjoTVld%2FaFQ%3D%3D;False;RoHS Compliant;;0;8
10 In Stock;https://www.mouser.com/datasheet/2/18/1/brochure_hdmi-2946746.pdf;HDMI, Displayport & DVI Connectors HDMIFTV SQUARE FLANGE RECEPTACLE CAP NICKEL PLATING;0;https://www.mouser.com/images/amphenol/images/HDMIFTV_SPL.jpg;HDMI, Displayport & DVI Connectors;128 Days;New Product;Amphenol Socapex;HDMIFTVC2N;1;1;523-HDMIFTVC2N;None;https://eu.mouser.com/ProductDetail/Amphenol-Socapex/HDMIFTVC2N?qs=t7xnP681wgUBD%252BMfRp8Zgw%3D%3D;False;RoHS Compliant;;0;10
4 In Stock;https://www.mouser.com/datasheet/2/18/1/brochure_hdmi-2946746.pdf;HDMI, Displayport & DVI Connectors HDMIFTV SQUARE FLANGE RECEPTACLE CAP BLACK ZINC NICKEL PLATING;0;https://www.mouser.com/images/amphenol/images/HDMIFTV_SPL.jpg;HDMI, Displayport & DVI Connectors;187 Days;New Product;Amphenol Socapex;HDMIFTVC2ZN;1;1;523-HDMIFTVC2ZN;None;https://eu.mouser.com/ProductDetail/Amphenol-Socapex/HDMIFTVC2ZN?qs=t7xnP681wgWA0FANNYC0eg%3D%3D;False;RoHS Compliant;;0;4
604 In Stock;;HDMI, Displayport & DVI Connectors HDMI D SHELL PANEL BLACK;0;https://www.mouser.com/images/amphenol/images/AC-HDMI-RRB_SPL.jpg;HDMI, Displayport & DVI Connectors;140 Days;None;Amphenol Audio;AC-HDMI-RRB;1;1;523-AC-HDMI-RRB;None;https://eu.mouser.com/ProductDetail/Amphenol-Audio/AC-HDMI-RRB?qs=55YtniHzbhCWifrACiAAzA%3D%3D;False;RoHS Compliant;;0;604
564 In Stock;;HDMI, Displayport & DVI Connectors HDMI D SHELL PANEL;0;https://www.mouser.com/images/amphenol/images/AC-HDMI-RR_SPL.jpg;HDMI, Displayport & DVI Connectors;140 Days;None;Amphenol Audio;AC-HDMI-RR;1;1;523-AC-HDMI-RR;None;https://eu.mouser.com/ProductDetail/Amphenol-Audio/AC-HDMI-RR?qs=55YtniHzbhA9OW3H942rZg%3D%3D;False;RoHS Compliant;;0;564
876 In Stock;https://www.mouser.com/datasheet/2/289/nahdmi_w-1889723.pdf;HDMI, Displayport & DVI Connectors HDMI 2.0 FEEDTHROUGH ADAPTER NICKEL HSG;0;https://www.mouser.com/images/neutrik/images/lpneutrikhdmi.jpg;HDMI, Displayport & DVI Connectors;11 Days;None;Neutrik;NAHDMI-W;1;1;568-NAHDMI-W;None;https://eu.mouser.com/ProductDetail/Neutrik/NAHDMI-W?qs=8YYpzd7qSxJe%252BHh5qcTdXQ%3D%3D;False;RoHS Compliant;;0;876
1377 In Stock;https://www.mouser.com/datasheet/2/289/nahdmi_w_b-1889697.pdf;HDMI, Displayport & DVI Connectors HDMI 1.4 FEEDTHROUGH ADAPTER BLACK HSG;0;https://www.mouser.com/images/neutrik/images/lpneutrikhdmi.jpg;HDMI, Displayport & DVI Connectors;11 Days;None;Neutrik;NAHDMI-W-B;1;1;568-NAHDMI-W-B;None;https://eu.mouser.com/ProductDetail/Neutrik/NAHDMI-W-B?qs=8YYpzd7qSxL%252BMlUfdLOSQg%3D%3D;False;RoHS Compliant;;0;1377
1 In Stock;https://www.mouser.com/datasheet/2/411/P134000DVIV2-1090840.pdf;HDMI, Displayport & DVI Connectors Tripp Lite DisplayPort to DVI Adapter Video Converter DP 1.2 to DVI-I M/F;0;https://www.mouser.com/images/tripplite/images/p134-000-dvi-v2_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;Tripp Lite;P134-000-DVI-V2;1;1;545-P134-000-DVI-V2;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/P134-000-DVI-V2?qs=gsQj%2FRNRGSZTBmoe3toaaw%3D%3D;False;RoHS Compliant;;0;1
10 In Stock;https://www.mouser.com/datasheet/2/18/1/brochure_hdmi-2946746.pdf;HDMI, Displayport & DVI Connectors HDMIFTV JAM NUT RECEPTACLE CAP OLIVE DRAB CADMIUM PLATING;0;https://www.mouser.com/images/amphenol/images/HDMIFTV_SPL.jpg;HDMI, Displayport & DVI Connectors;125 Days;New Product;Amphenol Socapex;HDMIFTVC7G;1;1;523-HDMIFTVC7G;None;https://eu.mouser.com/ProductDetail/Amphenol-Socapex/HDMIFTVC7G?qs=t7xnP681wgWT8dxPAStqrg%3D%3D;False;No;;0;10
10 In Stock;https://www.mouser.com/datasheet/2/18/1/brochure_hdmi-2946746.pdf;HDMI, Displayport & DVI Connectors HDMIFTV REDUCED FLANGE JAM NUT RECEPTACLE CAP OLIVE DRAB CADMIUM PLATING;0;https://www.mouser.com/images/amphenol/images/HDMIFTV_SPL.jpg;HDMI, Displayport & DVI Connectors;128 Days;New Product;Amphenol Socapex;HDMIFTVC7GF057;1;1;523-HDMIFTVC7GF057;None;https://eu.mouser.com/ProductDetail/Amphenol-Socapex/HDMIFTVC7GF057?qs=t7xnP681wgUwGuCQqB3DUg%3D%3D;False;No;;0;10
4 In Stock;https://www.mouser.com/datasheet/2/18/1/brochure_hdmi-2946746.pdf;HDMI, Displayport & DVI Connectors HDMIFTV SQUARE FLANGE RECEPTACLE CAP OLIVE DRAB CADMIUM PLATING;0;https://www.mouser.com/images/amphenol/images/HDMIFTV_SPL.jpg;HDMI, Displayport & DVI Connectors;128 Days;New Product;Amphenol Socapex;HDMIFTVC2G;1;1;523-HDMIFTVC2G;None;https://eu.mouser.com/ProductDetail/Amphenol-Socapex/HDMIFTVC2G?qs=t7xnP681wgWp99%2FsijlqvQ%3D%3D;False;No;;0;4
10 In Stock;https://www.mouser.com/datasheet/2/18/1/brochure_hdmi-2946746.pdf;HDMI, Displayport & DVI Connectors HDMIFTV PLUG CAP OLIVE DRAB CADMIUM PLATING;0;https://www.mouser.com/images/amphenol/images/HDMIFTV6_SPL.jpg;HDMI, Displayport & DVI Connectors;128 Days;New Product;Amphenol Socapex;HDMIFTVC6G;1;1;523-HDMIFTVC6G;None;https://eu.mouser.com/ProductDetail/Amphenol-Socapex/HDMIFTVC6G?qs=t7xnP681wgXT3yV8Gkkmxw%3D%3D;False;No;;0;10
3 In Stock;https://www.mouser.com/datasheet/2/648/904_00909-1499059.pdf;HDMI, Displayport & DVI Connectors HDMI Coupler Module, White, 1/bag;0;https://www.mouser.com/images/hellermanntyton/images/hdmi-w_DFI_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;HellermannTyton;HDMI-W;1;1;329-HDMIW;None;https://eu.mouser.com/ProductDetail/HellermannTyton/HDMI-W?qs=5aG0NVq1C4xnPeybZ4WfCQ%3D%3D;False;RoHS Compliant;;0;3
2 In Stock;https://www.mouser.com/datasheet/2/411/P13706NDVIV2-1090761.pdf;HDMI, Displayport & DVI Connectors Tripp Lite Mini Displayport to DVI Adapter Active Mini-DP to DVI M/F 6in 6";0;https://www.mouser.com/images/tripplite/images/p137-06n-dvi-v2_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;Tripp Lite;P137-06N-DVI-V2;1;1;545-P137-06N-DVI-V2;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/P137-06N-DVI-V2?qs=gsQj%2FRNRGSbCiWVWqHIRmQ%3D%3D;False;RoHS Compliant;;0;2
40 On Order;https://www.mouser.com/datasheet/2/18/1/AMPHENOL_HDMI_FTV_6_x_x___191_PLC_984_00-2483015.pdf;HDMI, Displayport & DVI Connectors HDMIFTV PLUG, A CODE;0;https://www.mouser.com/images/amphenol/images/HDMIFTV6_SPL.jpg;HDMI, Displayport & DVI Connectors;168 Days;New Product;Amphenol Socapex;HDMIFTV6AG;1;1;523-HDMIFTV6AG;None;https://eu.mouser.com/ProductDetail/Amphenol-Socapex/HDMIFTV6AG?qs=QNEnbhJQKvYvmIbrgvzSJg%3D%3D;False;RoHS Compliant;;0;0
30 On Order;https://www.mouser.com/catalog/specsheets/AMPHENOL_HDMI FTV 2 x x - 191-PLC-1039-00-AV.pdf;HDMI, Displayport & DVI Connectors HDMIFTV SQ FLG RECEPT, A CODE;0;https://www.mouser.com/images/amphenol/images/HDMIFTV_SPL.jpg;HDMI, Displayport & DVI Connectors;162 Days;New Product;Amphenol Socapex;HDMIFTV2APEG;1;1;523-HDMIFTV2APEG;None;https://eu.mouser.com/ProductDetail/Amphenol-Socapex/HDMIFTV2APEG?qs=QNEnbhJQKvY3Y%2FkndxKEgg%3D%3D;False;RoHS Compliant;;0;0
1 In Stock;https://www.mouser.com/datasheet/2/319/CMHDMI_-339409.pdf;HDMI, Displayport & DVI Connectors Mini-Com HDMI 1.4 Type A FEM/FEM;0;https://www.mouser.com/images/panduit/images/nkhdmi-b.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;Panduit;CMHDMIEI;1;1;644-CMHDMIEI;None;https://eu.mouser.com/ProductDetail/Panduit/CMHDMIEI?qs=uXJBAEBI9oQbagvuqkDumw%3D%3D;False;RoHS Compliant;;0;1
144 In Stock;;HDMI, Displayport & DVI Connectors EH Series HDMI Feedthru, Blk;0;https://www.mouser.com/images/switchcraft/images/ITP_502-EHHD192B_t.jpg;HDMI, Displayport & DVI Connectors;119 Days;New Product;Switchcraft;EHHD192B;1;1;502-EHHD192B;None;https://eu.mouser.com/ProductDetail/Switchcraft/EHHD192B?qs=pBJMDPsKWf1tRcbzHT6S1A%3D%3D;False;RoHS Compliant;;0;144
13 In Stock;https://www.mouser.com/datasheet/2/393/npb_c714_hdmi_weathertight_connectors-318762.pdf;HDMI, Displayport & DVI Connectors HDMI PNL PCB SLDR HOLES THREAD;0;https://www.mouser.com/images/switchcraft/images/DCP-HD19B-HD_SPL.JPG;HDMI, Displayport & DVI Connectors;168 Days;New Product;Conxall / Switchcraft;DCP-HD19T-SC;1;1;502-DCP-HD19T-SC;None;https://eu.mouser.com/ProductDetail/Conxall-Switchcraft/DCP-HD19T-SC?qs=doiCPypUmgGKyxBSfVBh0Q%3D%3D;False;RoHS Compliant;;0;13
66 In Stock;https://www.mouser.com/datasheet/2/393/Switchcraft_DCP_HD19X_F_SERIES_CD-2892076.pdf;HDMI, Displayport & DVI Connectors HDMI PNL ASSY,FD THRU,THREADED;0;https://www.mouser.com/images/switchcraft/images/ITP_502-DCP-HD19T-F_t.jpg;HDMI, Displayport & DVI Connectors;189 Days;New Product;Conxall / Switchcraft;DCP-HD19T-F;1;1;502-DCP-HD19T-F;None;https://eu.mouser.com/ProductDetail/Conxall-Switchcraft/DCP-HD19T-F?qs=doiCPypUmgEPwLvqCkk%2FYw%3D%3D;False;RoHS Compliant;;0;66
87 In Stock;;HDMI, Displayport & DVI Connectors EH Series HDMI Feedthru, Ni;0;https://www.mouser.com/images/switchcraft/images/EHHD192_SPL.JPG;HDMI, Displayport & DVI Connectors;119 Days;New Product;Switchcraft;EHHD192;1;1;502-EHHD192;None;https://eu.mouser.com/ProductDetail/Switchcraft/EHHD192?qs=pBJMDPsKWf1UaoepQye37g%3D%3D;False;RoHS Compliant;;0;87
5 In Stock;https://www.mouser.com/datasheet/2/393/npb_c714_hdmi_weathertight_connectors-318762.pdf;HDMI, Displayport & DVI Connectors HDMI PNL ASSY,FD THRU,TWST LCK;0;https://www.mouser.com/images/switchcraft/images/ITP_502-DCP-HD19B-F_t.jpg;HDMI, Displayport & DVI Connectors;189 Days;New Product;Conxall / Switchcraft;DCP-HD19B-F;1;1;502-DCP-HD19B-F;None;https://eu.mouser.com/ProductDetail/Conxall-Switchcraft/DCP-HD19B-F?qs=doiCPypUmgHHvXiHR%2FMjmw%3D%3D;False;RoHS Compliant;;0;5
25 In Stock;https://www.mouser.com/datasheet/2/393/npb_c714_hdmi_weathertight_connectors-318762.pdf;HDMI, Displayport & DVI Connectors HDMI FLD INST.CABLE,TWST LCK;0;None;HDMI, Displayport & DVI Connectors;321 Days;New Product;Conxall / Switchcraft;DCC-HD19B-310;1;1;502-DCC-HD19B-310;None;https://eu.mouser.com/ProductDetail/Conxall-Switchcraft/DCC-HD19B-310?qs=doiCPypUmgHq1BSAJmaEow%3D%3D;False;RoHS Compliant;;0;25
None;;HDMI, Displayport & DVI Connectors 29P DVI FEMALE R/A CONNECTOR;0;https://www.mouser.com/images/conec/images/33DVI.jpg;HDMI, Displayport & DVI Connectors;0 Days;Factory Special Order;Amphenol CONEC;33DVIR-29S10R;100;1;706-33DVIR-29S10R;None;https://eu.mouser.com/ProductDetail/Amphenol-CONEC/33DVIR-29S10R?qs=B9TV4DWH7gVJy0KaFNxLBg%3D%3D;False;No;;0;0
None;;HDMI, Displayport & DVI Connectors;0;https://www.mouser.com/images/conec/images/33DVI.jpg;HDMI, Displayport & DVI Connectors;182 Days;Factory Special Order;Amphenol CONEC;33DVIS-29P0IFNR;100;50;706-33DVIS-29P0IFNR;None;https://eu.mouser.com/ProductDetail/Amphenol-CONEC/33DVIS-29P0IFNR?qs=B9TV4DWH7gXjFCTlgU%252BE3g%3D%3D;False;RoHS Compliant;;0;0
225 On Order;https://www.mouser.com/datasheet/2/393/DCC_HDMIX_SERIES_CD-2998340.pdf;HDMI, Displayport & DVI Connectors HDMI FLD INST.CABLE,THREADED;0;https://www.mouser.com/images/switchcraft/images/DCC-HD19T-310_SPL.JPG;HDMI, Displayport & DVI Connectors;189 Days;New Product;Conxall / Switchcraft;DCC-HD19T-310;1;1;502-DCC-HD19T-310;None;https://eu.mouser.com/ProductDetail/Conxall-Switchcraft/DCC-HD19T-310?qs=doiCPypUmgGC1GxDDMIdHw%3D%3D;False;RoHS Compliant;;0;0
None;https://www.mouser.com/datasheet/2/411/P13406NDVIACT-1090841.pdf;HDMI, Displayport & DVI Connectors Tripp Lite DisplayPort to DVI Adapter Converter Active DP to DVI M/F 6in 6";0;https://www.mouser.com/images/tripplite/images/p134-06n-dviact_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;Tripp Lite;P134-06N-DVIACT;1;1;545-P134-06N-DVIACT;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/P134-06N-DVIACT?qs=gsQj%2FRNRGSbleDZywqTxAw%3D%3D;False;RoHS Compliant;;0;0
None;https://www.mouser.com/datasheet/2/411/P138000DVI-584783.pdf;HDMI, Displayport & DVI Connectors Tripp Lite Mini DVI to DVI Adapter Converter Video Cable Macbooks/iMacs TAA;0;https://www.mouser.com/images/tripplite/images/P138000DVI-FRONT-L_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;Tripp Lite;P138-000-DVI;1;1;545-P138-000-DVI;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/P138-000-DVI?qs=q2eLhcXmQbifB02LCAnDvQ%3D%3D;False;RoHS Compliant;;0;0
87 In Stock;https://www.mouser.com/datasheet/2/393/NHHD192B_CD-3082404.pdf;HDMI, Displayport & DVI Connectors NH SERIES HDMI NARROW MOD PNL;0;https://www.mouser.com/images/switchcraft/images/NHHD192B_SPL.JPG;HDMI, Displayport & DVI Connectors;131 Days;New Product;Switchcraft;NHHD192B;1;1;502-NHHD192B;None;https://eu.mouser.com/ProductDetail/Switchcraft/NHHD192B?qs=8Wlm6%252BaMh8TAQFCji0%2FV4A%3D%3D;False;RoHS Compliant;;0;87
None;https://www.mouser.com/datasheet/2/411/P13706NDVI-584719.pdf;HDMI, Displayport & DVI Connectors Tripp Lite Mini DisplayPort to DVI Adapter Converter mDP to DVI-I M/F 6in;0;https://www.mouser.com/images/tripplite/images/P13706NDVI-FRONT-L_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;Tripp Lite;P137-06N-DVI;1;1;545-P137-06N-DVI;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/P137-06N-DVI?qs=TVKtPlPff3txZrBHnMIIbg%3D%3D;False;RoHS Compliant;;0;0
22883 In Stock;;HDMI, Displayport & DVI Connectors HDMI REC VERTICAL SMT TYPE W/HGHT 8.5;0;https://www.mouser.com/images/molex/images/47659-1100_SPL.jpg;HDMI, Displayport & DVI Connectors;140 Days;None;Molex;47659-1100;1;1;538-47659-1100;None;https://eu.mouser.com/ProductDetail/Molex/47659-1100?qs=wnTfsH77Xs4gGw4xvE7Rjw%3D%3D;True;RoHS Compliant;;0;22883
10243 In Stock;;HDMI, Displayport & DVI Connectors .5mm HDMI RCPT VRT SMT 19CKT .38AU;0;https://www.mouser.com/images/molex/images/47659-1101_SPL.jpg;HDMI, Displayport & DVI Connectors;154 Days;None;Molex;47659-1101;1;1;538-47659-1101;None;https://eu.mouser.com/ProductDetail/Molex/47659-1101?qs=xZ%2FP%252Ba9zWqZ3InfIN6%252BKOg%3D%3D;True;RoHS Compliant;;0;10243
None;https://www.mouser.com/datasheet/2/411/P138000HDMI-584786.pdf;HDMI, Displayport & DVI Connectors Tripp Lite Mini DVI to HDMI Adapter Converter Video Cable Macbook/iMacs TAA;0;https://www.mouser.com/images/tripplite/images/P138000HDMI-FRONT-L_SPL.jpg;HDMI, Displayport & DVI Connectors;0 Days;None;Tripp Lite;P138-000-HDMI;1;1;545-P138-000-HDMI;None;https://eu.mouser.com/ProductDetail/Tripp-Lite/P138-000-HDMI?qs=q2eLhcXmQbh8M%2F5SN9xy0g%3D%3D;False;RoHS Compliant;;0;0
